balance,equity,dayPL,usdMr,usableMargin,date
18831.5,18861.35333,3.46333,121,18740.35333,2021-12-28 00:00:13.619844+00:00
18831.5,18854.84679,-3.04321,121,18733.84679,2021-12-28 00:10:08.745387+00:00
18831.5,18859.02113,1.13113,121,18738.02113,2021-12-28 00:20:08.752670+00:00
18831.5,18862.61251,4.72251,121,18741.61251,2021-12-28 00:30:30.909787+00:00
18831.5,18863.37946,5.48946,121,18742.37946,2021-12-28 00:40:09.837692+00:00
18831.5,18867.3477,9.4577,121,18746.3477,2021-12-28 00:50:08.717593+00:00
18831.5,18871.35333,13.46333,121,18750.35333,2021-12-28 01:00:13.378484+00:00
