accountId,balance,usdMr,mc,mcDate,accountName,hedging,usableMarginPerc,equity,usableMargin,dayPL,grossPL,date
4406950,11237.27,1561.075,N,,04406950,Y,89.16492,14407.59503,12846.52003,228.71503,3170.32503,2022-11-01 00:25:00.923185
4406950,11237.27,1561.075,N,,04406950,Y,89.61443,15031.1887,13470.1137,852.3087,3793.9187,2022-11-01 01:25:01.537607
4406950,11237.27,1561.075,N,,04406950,Y,90.4024,16265.25964,14704.18464,2086.37964,5027.98964,2022-11-01 02:25:00.724683
4406950,11237.27,1561.075,N,,04406950,Y,90.45133,16348.60756,14787.53256,2169.72756,5111.33756,2022-11-01 03:25:00.830295
4406950,11237.27,1561.075,N,,04406950,Y,90.42649,16306.194,14745.119,2127.314,5068.924,2022-11-01 04:25:01.170791
4406950,11237.27,1561.075,N,,04406950,Y,90.71101,16805.64247,15244.56747,2626.76247,5568.37247,2022-11-01 05:25:00.422034
4406950,11237.27,1561.075,N,,04406950,Y,91.34898,18044.97537,16483.90037,3866.09537,6807.70537,2022-11-01 06:25:00.948720
4406950,11237.27,1561.075,N,,04406950,Y,90.89359,17142.58894,15581.51394,2963.70894,5905.31894,2022-11-01 07:25:01.215400
4406950,11237.27,1561.075,N,,04406950,Y,91.06951,17480.27856,15919.20356,3301.39856,6243.00856,2022-11-01 08:25:00.298348
4406950,11237.27,1561.075,N,,04406950,Y,90.86653,17091.80978,15530.73478,2912.92978,5854.53978,2022-11-01 09:25:00.433650
4406950,11039.87,1561.075,N,,04406950,Y,91.22424,17788.48823,16227.41323,3609.60823,6748.61823,2022-11-01 10:25:00.847045
4406950,11039.87,1561.075,N,,04406950,Y,91.07559,17492.19152,15931.11652,3313.31152,6452.32152,2022-11-01 11:25:01.128839
4406950,11039.87,1561.075,N,,04406950,Y,91.39956,18151.10205,16590.02705,3972.22205,7111.23205,2022-11-01 12:25:00.443887
4406950,11039.87,1561.075,N,,04406950,Y,91.19671,17732.86785,16171.79285,3553.98785,6692.99785,2022-11-01 13:25:00.523861
4406950,11039.87,1561.075,N,,04406950,Y,90.58207,16575.55776,15014.48276,2396.67776,5535.68776,2022-11-01 14:25:00.787467
4406950,11039.87,1561.075,N,,04406950,Y,90.35644,16187.752,14626.677,2008.872,5147.882,2022-11-01 15:25:01.263702
4406950,11039.87,1561.075,N,,04406950,Y,90.36066,16194.83702,14633.76202,2015.95702,5154.96702,2022-11-01 16:25:00.363837
4406950,11039.87,1561.075,N,,04406950,Y,90.34273,16164.76836,14603.69336,1985.88836,5124.89836,2022-11-01 17:25:00.589680
4406950,11039.87,1561.075,N,,04406950,Y,90.35377,16183.26209,14622.18709,2004.38209,5143.39209,2022-11-01 18:25:00.749380
4406950,11039.87,1561.075,N,,04406950,Y,90.29934,16092.45826,14531.38326,1913.57826,5052.58826,2022-11-01 19:25:01.010431
4406950,11039.87,1561.075,N,,04406950,Y,90.31233,16114.03493,14552.95993,1935.15493,5074.16493,2022-11-01 20:25:00.192036
4406950,11039.87,1561.075,N,,04406950,Y,90.26265,16031.81832,14470.74332,1852.93832,4991.94832,2022-11-01 21:25:00.680141
4406950,10996.7,1561.075,N,,04406950,Y,90.23797,15991.28862,14430.21362,-48.15138,4994.58862,2022-11-01 22:25:00.785278
4406950,11030.1,1551.975,N,,04406950,Y,90.46749,16280.86629,14728.89129,241.42629,5250.76629,2022-11-01 23:25:01.266276
4406950,11030.1,1551.975,N,,04406950,Y,90.47398,16291.94784,14739.97284,252.50784,5261.84784,2022-11-02 00:25:00.453905
4406950,11030.1,1551.975,N,,04406950,Y,90.71489,16714.66986,15162.69486,675.22986,5684.56986,2022-11-02 01:25:00.868928
4406950,11030.1,1551.975,N,,04406950,Y,90.73921,16758.5584,15206.5834,719.1184,5728.4584,2022-11-02 02:25:01.277223
4406950,11030.1,1551.975,N,,04406950,Y,91.2864,17810.95374,16258.97874,1771.51374,6780.85374,2022-11-02 03:25:00.625896
4406950,11030.1,1551.975,N,,04406950,Y,91.0895,17417.38149,15865.40649,1377.94149,6387.28149,2022-11-02 04:25:00.826226
4406950,11030.1,1551.975,N,,04406950,Y,91.30339,17845.74725,16293.77225,1806.30725,6815.64725,2022-11-02 05:25:00.919230
4406950,11030.1,1551.975,N,,04406950,Y,91.20755,17651.22021,16099.24521,1611.78021,6621.12021,2022-11-02 06:25:01.051710
4406950,11030.1,1551.975,N,,04406950,Y,91.03606,17313.53567,15761.56067,1274.09567,6283.43567,2022-11-02 07:25:00.364036
4406950,11030.1,1551.975,N,,04406950,Y,91.26423,17765.74309,16213.76809,1726.30309,6735.64309,2022-11-02 08:25:00.615030
4406950,11030.1,1551.975,N,,04406950,Y,91.378,18000.17727,16448.20227,1960.73727,6970.07727,2022-11-02 09:25:00.917724
4406950,11030.1,1551.975,N,,04406950,Y,91.31764,17875.03866,16323.06366,1835.59866,6844.93866,2022-11-02 10:25:01.244001
4406950,11030.1,1551.975,N,,04406950,Y,91.35763,17957.75025,16405.77525,1918.31025,6927.65025,2022-11-02 11:25:01.071661
4406950,11343.14,1579.475,N,,04406950,Y,91.18309,17914.16499,16334.68999,1874.72499,6571.02499,2022-11-02 12:25:00.222548
4406950,11343.14,1579.475,N,,04406950,Y,91.3234,18203.83841,16624.36341,2164.39841,6860.69841,2022-11-02 13:25:00.553811
4406950,11343.14,1579.475,N,,04406950,Y,91.10731,17761.48911,16182.01411,1722.04911,6418.34911,2022-11-02 14:25:00.663446
4406950,11343.14,1579.475,N,,04406950,Y,91.15963,17866.62427,16287.14927,1827.18427,6523.48427,2022-11-02 15:25:00.926552
4406950,11343.14,1579.475,N,,04406950,Y,91.11193,17770.73142,16191.25642,1731.29142,6427.59142,2022-11-02 16:25:01.098018
4406950,11343.14,1579.475,N,,04406950,Y,91.09077,17728.51763,16149.04263,1689.07763,6385.37763,2022-11-02 17:25:00.232026
4406950,11343.14,1579.475,N,,04406950,Y,91.65461,18926.30808,17346.83308,2886.86808,7583.16808,2022-11-02 18:25:00.801208
4406950,11343.14,1579.475,N,,04406950,Y,90.56971,16748.94937,15169.47437,709.50937,5405.80937,2022-11-02 19:25:01.027428
4406950,11343.14,1579.475,N,,04406950,Y,90.46249,16560.66976,14981.19476,521.22976,5217.52976,2022-11-02 20:25:00.317551
4406950,11343.14,1579.475,N,,04406950,Y,90.44397,16528.5608,14949.0858,489.1208,5185.4208,2022-11-02 21:25:05.644642
4406950,11305.23,1579.475,N,,04406950,Y,90.43104,16506.22647,14926.75147,33.13647,5200.99647,2022-11-02 22:25:01.069277
4406950,11305.23,1579.475,N,,04406950,Y,90.01666,15821.1111,14241.6361,-651.9789,4515.8811,2022-11-02 23:25:00.178040
4406950,11305.23,1579.475,N,,04406950,Y,90.07712,15917.50907,14338.03407,-555.58093,4612.27907,2022-11-03 00:25:00.901544
4406950,11045.67,1586.3,N,,04406950,Y,90.0313,15912.80785,14326.50785,-560.28215,4867.13785,2022-11-03 01:25:01.180139
4406950,11045.67,1586.3,N,,04406950,Y,90.02557,15903.66595,14317.36595,-569.42405,4857.99595,2022-11-03 02:25:00.269540
4406950,11045.67,1586.3,N,,04406950,Y,89.86914,15658.09492,14071.79492,-814.99508,4612.42492,2022-11-03 03:25:00.326730
4406950,11090.75,1579.8,N,,04406950,Y,90.02746,15841.50266,14261.70266,-631.58734,4750.75266,2022-11-03 04:25:00.410481
4406950,11090.75,1579.8,N,,04406950,Y,90.04352,15867.05691,14287.25691,-606.03309,4776.30691,2022-11-03 05:25:00.573326
4406950,11090.75,1579.8,N,,04406950,Y,89.7326,15386.55893,13806.75893,-1086.53107,4295.80893,2022-11-03 06:25:00.749978
4406950,11090.75,1579.8,N,,04406950,Y,89.56003,15132.23352,13552.43352,-1340.85648,4041.48352,2022-11-03 07:25:00.909628
4406950,11090.75,1579.8,N,,04406950,Y,89.62416,15225.74916,13645.94916,-1247.34084,4134.99916,2022-11-03 08:25:14.019125
4406950,11090.75,1579.8,N,,04406950,Y,89.41226,14921.02708,13341.22708,-1552.06292,3830.27708,2022-11-03 09:25:00.396373
4406950,11090.75,1579.8,N,,04406950,Y,89.27424,14729.02266,13149.22266,-1744.06734,3638.27266,2022-11-03 10:25:00.513705
4406950,11090.75,1579.8,N,,04406950,Y,89.18274,14604.43665,13024.63665,-1868.65335,3513.68665,2022-11-03 11:25:00.616607
4406950,10844.69,1570.7,N,,04406950,Y,89.43855,14872.01141,13301.31141,-1601.07859,4027.32141,2022-11-03 12:25:01.149178
4406950,10844.69,1570.7,N,,04406950,Y,89.51313,14977.7839,13407.0839,-1495.3061,4133.0939,2022-11-03 13:25:00.275688
