balance,equity,dayPL,usdMr,usableMargin,date
18585.77,18585.73056,-7.30944,117.25,18468.48056,2022-02-08 10:55:08.294215+00:00
18585.77,18583.42421,-9.61579,117.25,18466.17421,2022-02-08 11:00:22.801620+00:00
18585.77,18585.40437,-7.63563,117.25,18468.15437,2022-02-08 11:10:08.730560+00:00
18585.77,18583.28342,-9.75658,117.25,18466.03342,2022-02-08 11:15:37.209934+00:00
18585.77,18585.14046,-7.89954,117.25,18467.89046,2022-02-08 11:25:24.082253+00:00
18585.77,18582.54332,-10.49668,117.25,18465.29332,2022-02-08 12:00:16.405843+00:00
18585.77,18578.93178,-14.10822,117.25,18461.68178,2022-02-08 13:00:15.959368+00:00
18590.23,18584.02616,-9.01384,117.25,18466.77616,2022-02-08 13:10:02.632823+00:00
18590.23,18589.89556,-3.14444,117.25,18472.64556,2022-02-08 14:00:16.209593+00:00
18590.23,18594.24476,1.20476,117.25,18476.99476,2022-02-08 14:10:02.701522+00:00
18590.23,18591.15502,-1.88498,117.25,18473.90502,2022-02-08 14:27:50.676547+00:00
18590.23,18592.8791,-0.1609,117.25,18475.6291,2022-02-08 14:37:37.377614+00:00
18590.23,18591.31732,-1.72268,117.25,18474.06732,2022-02-08 14:47:39.638585+00:00
18590.23,18603.06901,10.02901,117.25,18485.81901,2022-02-08 14:57:37.446806+00:00
18590.23,18604.45313,11.41313,117.25,18487.20313,2022-02-08 15:00:21.748228+00:00
18590.23,18607.36246,14.32246,117.25,18490.11246,2022-02-08 15:10:07.571754+00:00
18590.23,18599.50465,6.46465,117.25,18482.25465,2022-02-08 15:20:07.463391+00:00
18590.23,18608.36244,15.32244,117.25,18491.11244,2022-02-08 15:30:15.601884+00:00
18590.23,18605.98105,12.94105,117.25,18488.73105,2022-02-08 15:40:10.001739+00:00
18590.23,18601.4046,8.3646,117.25,18484.1546,2022-02-08 15:50:07.395773+00:00
18590.23,18609.68833,16.64833,117.25,18492.43833,2022-02-08 16:00:28.808899+00:00
18590.23,18616.02521,22.98521,117.25,18498.77521,2022-02-08 16:10:15.042760+00:00
18590.23,18614.00258,20.96258,117.25,18496.75258,2022-02-08 16:20:17.386825+00:00
18590.23,18609.08747,16.04747,117.25,18491.83747,2022-02-08 17:00:16.159675+00:00
18590.23,18604.78362,11.74362,117.25,18487.53362,2022-02-08 17:10:02.905282+00:00
18590.23,18597.19561,4.15561,117.25,18479.94561,2022-02-08 17:20:05.465780+00:00
18590.23,18601.21152,8.17152,117.25,18483.96152,2022-02-08 17:30:10.484266+00:00
18590.23,18598.71715,5.67715,117.25,18481.46715,2022-02-08 17:40:02.739788+00:00
18590.23,18602.0229,8.9829,117.25,18484.7729,2022-02-08 17:50:02.879921+00:00
18590.23,18601.24547,8.20547,117.25,18483.99547,2022-02-08 18:00:21.599702+00:00
18590.23,18605.92578,12.88578,117.25,18488.67578,2022-02-08 18:10:07.844373+00:00
18590.23,18602.4847,9.4447,117.25,18485.2347,2022-02-08 19:00:16.510756+00:00
18590.23,18598.23545,5.19545,117.25,18480.98545,2022-02-08 19:10:02.769729+00:00
18590.23,18612.10944,19.06944,117.25,18494.85944,2022-02-08 20:00:16.356988+00:00
18565.74,18623.75844,30.71844,117.25,18506.50844,2022-02-08 21:00:15.803165+00:00
18565.74,18621.18386,28.14386,117.25,18503.93386,2022-02-08 21:10:02.691625+00:00
18565.74,18620.39214,27.35214,117.25,18503.14214,2022-02-08 22:00:18.562093+00:00
18565.71,18624.64642,3.93642,117.25,18507.39642,2022-02-08 23:00:15.988460+00:00
18565.71,18625.81225,5.10225,117.25,18508.56225,2022-02-08 23:02:30.426254+00:00
18565.71,18626.70969,5.99969,117.25,18509.45969,2022-02-08 23:12:18.621058+00:00
