accountId,balance,usdMr,mc,mcDate,accountName,hedging,usableMarginPerc,equity,usableMargin,dayPL,grossPL,date
4406950,16423.53,2357.1,N,,04406950,Y,88.80487,21054.69262,18697.59262,-145.41738,4631.16262,2022-12-01 00:25:01.194305
4406950,16423.53,2357.1,N,,04406950,Y,88.47932,20459.728,18102.628,-740.382,4036.198,2022-12-01 01:25:06.662775
4406950,16423.53,2357.1,N,,04406950,Y,88.80395,21052.96553,18695.86553,-147.14447,4629.43553,2022-12-01 02:25:01.053758
4406950,16423.53,2357.1,N,,04406950,Y,89.08561,21596.25122,19239.15122,396.14122,5172.72122,2022-12-01 03:25:00.231960
4406950,16423.53,2357.1,N,,04406950,Y,88.89838,21232.03781,18874.93781,31.92781,4808.50781,2022-12-01 04:25:00.667883
4406950,16423.53,2357.1,N,,04406950,Y,88.82703,21096.448,18739.348,-103.662,4672.918,2022-12-01 05:25:01.401918
4406950,16423.53,2357.1,N,,04406950,Y,88.87184,21181.40586,18824.30586,-18.70414,4757.87586,2022-12-01 06:25:00.694903
4406950,17443.64,2380.75,N,,04406950,Y,88.97978,21603.46819,19222.71819,403.35819,4159.82819,2022-12-01 07:25:08.711968
4406950,17443.64,2380.75,N,,04406950,Y,89.32742,22307.17299,19926.42299,1107.06299,4863.53299,2022-12-01 08:25:03.473390
4406950,17443.64,2380.75,N,,04406950,Y,89.18144,22006.16421,19625.41421,806.05421,4562.52421,2022-12-01 09:25:02.011106
4406950,17443.64,2380.75,N,,04406950,Y,89.34823,22350.73977,19969.98977,1150.62977,4907.09977,2022-12-01 10:25:18.019567
4406950,17443.64,2380.75,N,,04406950,Y,89.33762,22328.5047,19947.7547,1128.3947,4884.8647,2022-12-01 11:25:02.935403
4406950,17443.64,2380.75,N,,04406950,Y,89.281,22210.5644,19829.8144,1010.4544,4766.9244,2022-12-01 12:25:01.378637
4406950,17443.64,2380.75,N,,04406950,Y,89.10654,21854.85398,19474.10398,654.74398,4411.21398,2022-12-01 13:25:01.059815
4406950,17443.64,2380.75,N,,04406950,Y,88.72457,21114.49437,18733.74437,-85.61563,3670.85437,2022-12-01 14:25:00.735834
4406950,17443.64,2380.75,N,,04406950,Y,88.65833,20991.17859,18610.42859,-208.93141,3547.53859,2022-12-01 15:25:01.617094
4406950,17443.64,2380.75,N,,04406950,Y,88.78222,21223.01013,18842.26013,22.90013,3779.37013,2022-12-01 16:25:01.237147
4406950,17443.64,2380.75,N,,04406950,Y,88.88315,21415.67967,19034.92967,215.56967,3972.03967,2022-12-01 17:25:01.202378
4406950,17443.64,2380.75,N,,04406950,Y,88.88018,21409.97246,19029.22246,209.86246,3966.33246,2022-12-01 18:25:00.542097
4406950,17443.64,2380.75,N,,04406950,Y,88.92852,21503.44073,19122.69073,303.33073,4059.80073,2022-12-01 19:25:00.987302
4406950,17443.64,2380.75,N,,04406950,Y,88.91341,21474.13243,19093.38243,274.02243,4030.49243,2022-12-01 20:25:01.832965
4406950,17443.64,2380.75,N,,04406950,Y,88.91282,21472.99036,19092.24036,272.88036,4029.35036,2022-12-01 21:25:01.190627
4406950,17443.64,2380.75,N,,04406950,Y,88.84903,21350.15341,18969.40341,150.04341,3906.51341,2022-12-01 22:25:00.635269
4406950,16880.71,2372.8,N,,04406950,Y,89.06885,21706.76871,19333.96871,311.97871,4826.05871,2022-12-02 00:25:01.376211
4406950,16880.71,2372.8,N,,04406950,Y,89.28377,22142.11843,19769.31843,747.32843,5261.40843,2022-12-02 01:25:01.554934
4406950,16880.71,2372.8,N,,04406950,Y,89.33589,22250.34333,19877.54333,855.55333,5369.63333,2022-12-02 02:25:01.426588
4406950,13883.91,2348,N,,04406950,Y,89.56872,22509.2311,20161.2311,1114.4411,8625.3211,2022-12-02 03:25:01.016814
4406950,13883.91,2348,N,,04406950,Y,89.59475,22565.53631,20217.53631,1170.74631,8681.62631,2022-12-02 04:25:00.319919
4406950,13883.91,2348,N,,04406950,Y,89.54851,22465.69996,20117.69996,1070.90996,8581.78996,2022-12-02 05:25:00.921418
4406950,13883.91,2348,N,,04406950,Y,89.6802,22752.38869,20404.38869,1357.59869,8868.47869,2022-12-02 06:25:01.246922
4406950,13883.91,2348,N,,04406950,Y,89.68348,22759.6159,20411.6159,1364.8259,8875.7059,2022-12-02 07:25:00.723859
4406950,13883.91,2348,N,,04406950,Y,89.55434,22478.22797,20130.22797,1083.43797,8594.31797,2022-12-02 08:25:01.780955
4406950,13883.91,2348,N,,04406950,Y,89.73947,22883.81121,20535.81121,1489.02121,8999.90121,2022-12-02 09:25:01.236651
4406950,13883.91,2348,N,,04406950,Y,89.64597,22677.153,20329.153,1282.363,8793.243,2022-12-02 10:25:00.528571
4406950,13850.84,2354.625,N,,04406950,Y,89.73473,22937.78081,20583.15581,1542.99081,9086.94081,2022-12-02 11:25:01.729667
4406950,13850.84,2354.625,N,,04406950,Y,89.66687,22787.13461,20432.50961,1392.34461,8936.29461,2022-12-02 12:25:01.575589
4406950,13850.84,2354.625,N,,04406950,Y,89.60599,22653.6656,20299.0406,1258.8756,8802.8256,2022-12-02 13:25:01.641489
4406950,13850.84,2354.625,N,,04406950,Y,89.59772,22635.66986,20281.04486,1240.87986,8784.82986,2022-12-02 14:25:01.149895
4406950,13850.84,2354.625,N,,04406950,Y,89.90872,23333.25308,20978.62808,1938.46308,9482.41308,2022-12-02 15:25:00.353829
4406950,13850.84,2354.625,N,,04406950,Y,89.82825,23148.68192,20794.05692,1753.89192,9297.84192,2022-12-02 16:25:00.882474
4406950,15123.77,2360.825,N,,04406950,Y,89.8775,23322.5564,20961.7314,1927.7664,8198.7864,2022-12-02 17:25:02.715824
4406950,15123.77,2360.825,N,,04406950,Y,90.05943,23749.38654,21388.56154,2354.59654,8625.61654,2022-12-02 18:25:03.656801
4406950,15123.77,2360.825,N,,04406950,Y,90.13682,23935.74934,21574.92434,2540.95934,8811.97934,2022-12-02 19:25:01.809116
4406950,15123.77,2360.825,N,,04406950,Y,89.97914,23559.10033,21198.27533,2164.31033,8435.33033,2022-12-02 20:25:01.070684
4406950,15045.38,2360.825,N,,04406950,Y,89.95786,23509.18677,21148.36177,-82.57323,8463.80677,2022-12-04 19:47:07.672479
4406950,15045.38,2360.825,N,,04406950,Y,89.88709,23344.66058,20983.83558,-247.09942,8299.28058,2022-12-04 20:25:20.779511
4406950,15045.38,2360.825,N,,04406950,Y,89.90909,23395.55269,21034.72769,-196.20731,8350.17269,2022-12-04 21:25:04.831393
4406950,15045.38,2360.825,N,,04406950,Y,89.93619,23458.5605,21097.7355,92.7405,8413.1805,2022-12-04 22:25:02.898254
4406950,15045.38,2360.825,N,,04406950,Y,90.07045,23775.75613,21414.93113,409.93613,8730.37613,2022-12-04 23:25:01.285596
4406950,15045.38,2360.825,N,,04406950,Y,89.82454,23201.15167,20840.32667,-164.66833,8155.77167,2022-12-05 00:25:00.730740
