balance,equity,dayPL,usdMr,usableMargin,date
18554.15,18625.62798,10.82798,117.25,18508.37798,2022-02-10 12:00:22.369697+00:00
18554.15,18633.42001,18.62001,117.25,18516.17001,2022-02-10 12:10:08.676295+00:00
18554.15,18631.12071,16.32071,117.25,18513.87071,2022-02-10 12:15:22.187029+00:00
18554.15,18629.68142,14.88142,117.25,18512.43142,2022-02-10 12:25:07.851262+00:00
18554.15,18627.09597,12.29597,117.25,18509.84597,2022-02-10 12:30:22.271839+00:00
18554.15,18626.03653,11.23653,117.25,18508.78653,2022-02-10 12:40:06.954442+00:00
18554.15,18625.73566,10.93566,117.25,18508.48566,2022-02-10 12:45:21.419269+00:00
18554.15,18620.46687,5.66687,117.25,18503.21687,2022-02-10 12:55:08.144064+00:00
18554.15,18624.41423,9.61423,117.25,18507.16423,2022-02-10 13:00:23.701557+00:00
18554.15,18623.05413,8.25413,117.25,18505.80413,2022-02-10 13:10:08.533455+00:00
18554.15,18613.46253,-1.33747,117.25,18496.21253,2022-02-10 13:15:23.620989+00:00
18554.15,18611.84092,-2.95908,117.25,18494.59092,2022-02-10 13:25:09.111277+00:00
18554.15,18557.5242,-57.2758,117.25,18440.2742,2022-02-10 13:30:23.033480+00:00
18554.15,18586.77963,-28.02037,117.25,18469.52963,2022-02-10 13:40:08.044225+00:00
18554.15,18567.56748,-47.23252,117.25,18450.31748,2022-02-10 13:45:22.908172+00:00
18551.95,18551.57297,-63.22703,117.25,18434.32297,2022-02-10 13:55:07.312383+00:00
18551.95,18564.7562,-50.0438,117.25,18447.5062,2022-02-10 14:00:24.628829+00:00
18551.95,18547.79493,-67.00507,117.25,18430.54493,2022-02-10 14:10:08.638475+00:00
18551.95,18563.61362,-51.18638,117.25,18446.36362,2022-02-10 14:15:23.768805+00:00
18551.95,18567.68934,-47.11066,117.25,18450.43934,2022-02-10 14:25:08.120766+00:00
18551.95,18568.62567,-46.17433,117.25,18451.37567,2022-02-10 14:30:24.147536+00:00
18551.95,18630.12757,15.32757,117.25,18512.87757,2022-02-10 14:40:08.220414+00:00
18551.95,18628.63244,13.83244,117.25,18511.38244,2022-02-10 14:45:23.606360+00:00
18551.95,18634.08756,19.28756,117.25,18516.83756,2022-02-10 14:55:07.095908+00:00
18551.95,18636.96909,22.16909,117.25,18519.71909,2022-02-10 15:00:23.251440+00:00
18551.95,18687.36607,72.56607,117.25,18570.11607,2022-02-10 15:10:08.274055+00:00
18551.95,18680.64859,65.84859,117.25,18563.39859,2022-02-10 15:15:31.619770+00:00
18551.95,18681.3556,66.5556,117.25,18564.1056,2022-02-10 15:25:09.303607+00:00
18551.95,18706.34788,91.54788,117.25,18589.09788,2022-02-10 15:30:25.371422+00:00
18551.95,18753.15351,138.35351,117.25,18635.90351,2022-02-10 15:40:24.614946+00:00
18551.95,18755.4895,140.6895,117.25,18638.2395,2022-02-10 15:45:21.507003+00:00
18551.95,18751.03246,136.23246,117.25,18633.78246,2022-02-10 15:55:07.835823+00:00
18551.95,18744.11428,129.31428,117.25,18626.86428,2022-02-10 16:00:23.442083+00:00
18551.95,18761.26849,146.46849,117.25,18644.01849,2022-02-10 16:10:08.410553+00:00
18551.95,18757.92435,143.12435,117.25,18640.67435,2022-02-10 16:15:23.478090+00:00
18551.95,18772.69641,157.89641,117.25,18655.44641,2022-02-10 16:30:17.005880+00:00
18551.95,18761.84556,147.04556,117.25,18644.59556,2022-02-10 16:40:02.244544+00:00
18551.95,18768.52272,153.72272,117.25,18651.27272,2022-02-10 16:45:22.740957+00:00
18551.95,18782.59859,167.79859,117.25,18665.34859,2022-02-10 16:55:08.228984+00:00
18551.95,18777.55661,162.75661,117.25,18660.30661,2022-02-10 17:00:23.296129+00:00
18551.95,18785.40566,170.60566,117.25,18668.15566,2022-02-10 17:10:08.790741+00:00
18551.95,18776.28891,161.48891,117.25,18659.03891,2022-02-10 17:15:23.283218+00:00
18551.95,18765.57545,150.77545,117.25,18648.32545,2022-02-10 17:25:08.376178+00:00
18551.95,18757.49352,142.69352,117.25,18640.24352,2022-02-10 17:30:24.709015+00:00
18551.95,18755.66226,140.86226,117.25,18638.41226,2022-02-10 17:40:08.981282+00:00
18551.95,18735.53929,120.73929,117.25,18618.28929,2022-02-10 17:45:24.669076+00:00
18551.95,18700.31424,85.51424,117.25,18583.06424,2022-02-10 17:55:08.804044+00:00
18551.95,18710.6734,95.8734,117.25,18593.4234,2022-02-10 18:00:23.307929+00:00
18551.95,18719.75699,104.95699,117.25,18602.50699,2022-02-10 18:10:08.318634+00:00
18551.95,18708.02862,93.22862,117.25,18590.77862,2022-02-10 18:15:24.259344+00:00
18551.95,18704.21962,89.41962,117.25,18586.96962,2022-02-10 18:25:08.811511+00:00
18551.95,18685.31892,70.51892,117.25,18568.06892,2022-02-10 18:30:24.670525+00:00
18551.95,18654.53875,39.73875,117.25,18537.28875,2022-02-10 18:40:08.267621+00:00
18551.95,18669.30852,54.50852,117.25,18552.05852,2022-02-10 18:45:23.447740+00:00
18551.95,18662.7186,47.9186,117.25,18545.4686,2022-02-10 18:55:08.730700+00:00
18551.95,18663.7539,48.9539,117.25,18546.5039,2022-02-10 19:00:25.749106+00:00
18551.95,18643.5415,28.7415,117.25,18526.2915,2022-02-10 19:10:08.756873+00:00
18551.95,18617.74369,2.94369,117.25,18500.49369,2022-02-10 19:15:26.773485+00:00
18551.95,18621.36262,6.56262,117.25,18504.11262,2022-02-10 19:25:08.629478+00:00
18551.95,18639.50563,24.70563,117.25,18522.25563,2022-02-10 19:30:23.907528+00:00
18551.95,18635.82784,21.02784,117.25,18518.57784,2022-02-10 19:40:08.506294+00:00
18551.95,18620.24413,5.44413,117.25,18502.99413,2022-02-10 19:45:26.824344+00:00
18551.95,18601.79776,-13.00224,117.25,18484.54776,2022-02-10 19:55:08.802212+00:00
18551.95,18589.22402,-25.57598,117.25,18471.97402,2022-02-10 20:00:20.212626+00:00
18551.95,18620.5754,5.7754,117.25,18503.3254,2022-02-10 20:10:02.482509+00:00
18551.95,18616.2483,1.4483,117.25,18498.9983,2022-02-10 20:15:24.741536+00:00
18551.95,18608.05626,-6.74374,117.25,18490.80626,2022-02-10 20:25:08.416726+00:00
18551.95,18604.0183,-10.7817,117.25,18486.7683,2022-02-10 20:30:22.742539+00:00
18534.94,18603.20047,-11.59953,117.25,18485.95047,2022-02-10 20:30:59.774604+00:00
18534.94,18589.88778,-24.91222,117.25,18472.63778,2022-02-10 20:40:44.396753+00:00
18534.94,18589.17412,-25.62588,117.25,18471.92412,2022-02-10 20:45:23.911698+00:00
18534.94,18584.9411,-29.8589,117.25,18467.6911,2022-02-10 20:55:07.665623+00:00
18534.94,18583.7429,-31.0571,117.25,18466.4929,2022-02-10 21:00:24.543030+00:00
18534.94,18580.19637,-34.60363,117.25,18462.94637,2022-02-10 21:10:08.276546+00:00
18534.94,18579.59983,-35.20017,117.25,18462.34983,2022-02-10 21:15:22.996989+00:00
18534.94,18565.81628,-48.98372,117.25,18448.56628,2022-02-10 21:25:08.674020+00:00
18534.94,18568.15308,-46.64692,117.25,18450.90308,2022-02-10 21:30:22.106888+00:00
18534.94,18579.30136,-35.49864,117.25,18462.05136,2022-02-10 21:40:06.922808+00:00
18534.94,18582.05653,-32.74347,117.25,18464.80653,2022-02-10 21:45:21.251038+00:00
18513.25,18577.80253,-36.99747,117.25,18460.55253,2022-02-10 21:55:07.052104+00:00
18513.25,18564.34502,-50.45498,117.25,18447.09502,2022-02-10 22:00:21.306700+00:00
18513.17,18570.89501,5.24501,117.25,18453.64501,2022-02-10 22:10:07.296619+00:00
18513.17,18570.56042,4.91042,117.25,18453.31042,2022-02-10 22:15:21.223660+00:00
18513.17,18572.69448,7.04448,117.25,18455.44448,2022-02-10 22:25:06.965705+00:00
18513.17,18572.95955,7.30955,117.25,18455.70955,2022-02-10 22:30:20.755950+00:00
18513.17,18573.12434,7.47434,117.25,18455.87434,2022-02-10 22:40:07.170632+00:00
18513.17,18574.86494,9.21494,117.25,18457.61494,2022-02-10 22:45:20.611323+00:00
18513.17,18572.56715,6.91715,117.25,18455.31715,2022-02-10 22:55:06.910979+00:00
18513.17,18581.20941,15.55941,117.25,18463.95941,2022-02-10 23:00:21.491526+00:00
18513.17,18578.13231,12.48231,117.25,18460.88231,2022-02-10 23:10:07.313991+00:00
18513.17,18575.73455,10.08455,117.25,18458.48455,2022-02-10 23:15:20.696845+00:00
18513.17,18573.79029,8.14029,117.25,18456.54029,2022-02-10 23:25:07.543212+00:00
18513.17,18571.66817,6.01817,117.25,18454.41817,2022-02-10 23:30:22.663537+00:00
18513.17,18573.6069,7.9569,117.25,18456.3569,2022-02-10 23:40:07.990104+00:00
18513.17,18572.68981,7.03981,117.25,18455.43981,2022-02-10 23:45:21.403713+00:00
18513.17,18572.07945,6.42945,117.25,18454.82945,2022-02-10 23:55:06.917455+00:00
