balance,equity,dayPL,usdMr,usableMargin,date
18512.05,18646.23722,-26.18278,117.25,18528.98722,2022-02-04 16:40:05.913197+00:00
18512.05,18646.77925,-25.64075,117.25,18529.52925,2022-02-04 17:00:15.618837+00:00
18512.05,18644.87198,-27.54802,117.25,18527.62198,2022-02-04 17:10:18.675309+00:00
18512.05,18652.93564,-19.48436,117.25,18535.68564,2022-02-04 18:00:10.391793+00:00
18512.05,18638.41045,-34.00955,117.25,18521.16045,2022-02-04 18:10:02.803870+00:00
18512.05,18635.3367,-37.0833,117.25,18518.0867,2022-02-04 19:00:10.836882+00:00
18512.05,18649.13792,-23.28208,117.25,18531.88792,2022-02-04 20:00:13.388398+00:00
18512.05,18648.077,-24.343,117.25,18530.827,2022-02-04 20:10:02.568598+00:00
18512.05,18646.06467,-26.35533,117.25,18528.81467,2022-02-04 20:29:25.380676+00:00
18512.05,18642.44271,-29.97729,117.25,18525.19271,2022-02-04 20:39:18.199179+00:00
18512.05,18647.15746,-25.26254,117.25,18529.90746,2022-02-04 21:00:11.778136+00:00
18647.14,18647.14,-25.28,0,18647.14,2022-02-04 21:05:01.545900+00:00
18647.14,18647.14,-25.28,0,18647.14,2022-02-04 21:10:07.829287+00:00
