balance,equity,dayPL,usdMr,usableMargin,date
18494.97,18579.06777,13.41777,117.25,18461.81777,2022-02-11 04:40:07.518641+00:00
18494.97,18584.067,18.417,117.25,18466.817,2022-02-11 04:45:23.144885+00:00
18494.97,18588.74854,23.09854,117.25,18471.49854,2022-02-11 05:00:17.126017+00:00
18494.97,18586.16917,20.51917,117.25,18468.91917,2022-02-11 05:10:03.098688+00:00
18494.97,18584.5603,18.9103,117.25,18467.3103,2022-02-11 05:15:22.659826+00:00
18494.97,18581.84198,16.19198,117.25,18464.59198,2022-02-11 05:25:07.362904+00:00
18494.97,18582.11241,16.46241,117.25,18464.86241,2022-02-11 05:30:22.166812+00:00
18490.77,18577.84906,12.19906,117.25,18460.59906,2022-02-11 05:45:15.806908+00:00
18490.77,18586.50409,20.85409,117.25,18469.25409,2022-02-11 05:55:02.285629+00:00
18490.77,18580.22734,14.57734,117.25,18462.97734,2022-02-11 06:00:21.918528+00:00
18490.77,18582.85481,17.20481,117.25,18465.60481,2022-02-11 06:10:07.528384+00:00
18490.77,18587.06011,21.41011,117.25,18469.81011,2022-02-11 06:15:21.913221+00:00
18490.77,18591.7604,26.1104,117.25,18474.5104,2022-02-11 06:30:15.858897+00:00
18490.77,18595.64976,29.99976,117.25,18478.39976,2022-02-11 06:45:15.053035+00:00
18490.77,18589.73504,24.08504,117.25,18472.48504,2022-02-11 07:00:16.618749+00:00
18490.77,18585.32359,19.67359,117.25,18468.07359,2022-02-11 07:10:03.162462+00:00
18490.77,18576.63534,10.98534,117.25,18459.38534,2022-02-11 07:15:22.492958+00:00
18490.77,18585.9352,20.2852,117.25,18468.6852,2022-02-11 07:25:08.207578+00:00
18490.77,18583.35796,17.70796,117.25,18466.10796,2022-02-11 07:30:23.963012+00:00
18490.77,18577.21366,11.56366,117.25,18459.96366,2022-02-11 07:40:08.684238+00:00
18490.77,18566.68987,1.03987,117.25,18449.43987,2022-02-11 07:45:22.726924+00:00
18490.77,18566.15458,0.50458,117.25,18448.90458,2022-02-11 07:55:07.043421+00:00
18490.77,18575.15829,9.50829,117.25,18457.90829,2022-02-11 08:00:22.795721+00:00
18490.77,18573.85026,8.20026,117.25,18456.60026,2022-02-11 08:10:08.405215+00:00
18490.77,18560.60792,-5.04208,117.25,18443.35792,2022-02-11 08:15:22.877836+00:00
18490.77,18558.40612,-7.24388,117.25,18441.15612,2022-02-11 08:25:07.281586+00:00
18490.77,18557.79131,-7.85869,117.25,18440.54131,2022-02-11 08:30:24.693495+00:00
18490.77,18560.52145,-5.12855,117.25,18443.27145,2022-02-11 08:40:26.182922+00:00
18490.77,18564.22111,-1.42889,117.25,18446.97111,2022-02-11 08:45:22.598633+00:00
18490.77,18564.26529,-1.38471,117.25,18447.01529,2022-02-11 08:55:22.771716+00:00
18490.77,18562.35029,-3.29971,117.25,18445.10029,2022-02-11 09:00:22.736451+00:00
18490.77,18561.18606,-4.46394,117.25,18443.93606,2022-02-11 09:10:07.395400+00:00
18490.77,18568.67159,3.02159,117.25,18451.42159,2022-02-11 09:15:22.409665+00:00
18490.77,18568.27853,2.62853,117.25,18451.02853,2022-02-11 09:25:07.255353+00:00
18490.77,18565.22665,-0.42335,117.25,18447.97665,2022-02-11 09:30:24.542822+00:00
18490.77,18569.68368,4.03368,117.25,18452.43368,2022-02-11 09:40:08.468448+00:00
18490.77,18568.54977,2.89977,117.25,18451.29977,2022-02-11 09:45:22.166095+00:00
18490.77,18561.12098,-4.52902,117.25,18443.87098,2022-02-11 09:55:07.573318+00:00
18490.77,18569.18588,3.53588,117.25,18451.93588,2022-02-11 10:00:22.660683+00:00
18490.77,18572.96081,7.31081,117.25,18455.71081,2022-02-11 10:10:07.738449+00:00
18490.77,18569.78234,4.13234,117.25,18452.53234,2022-02-11 10:15:22.578665+00:00
18490.77,18560.17766,-5.47234,117.25,18442.92766,2022-02-11 10:25:07.563242+00:00
18490.77,18560.80259,-4.84741,117.25,18443.55259,2022-02-11 10:30:23.566632+00:00
18490.77,18549.24157,-16.40843,117.25,18431.99157,2022-02-11 10:40:08.171102+00:00
18490.77,18546.36148,-19.28852,117.25,18429.11148,2022-02-11 10:45:22.893258+00:00
18490.77,18545.63736,-20.01264,117.25,18428.38736,2022-02-11 10:55:08.489748+00:00
18490.77,18546.7787,-18.8713,117.25,18429.5287,2022-02-11 11:00:22.833223+00:00
18490.77,18546.6807,-18.9693,117.25,18429.4307,2022-02-11 11:10:07.852747+00:00
18490.77,18548.36921,-17.28079,117.25,18431.11921,2022-02-11 11:15:21.340411+00:00
18490.77,18553.30438,-12.34562,117.25,18436.05438,2022-02-11 11:25:07.306209+00:00
18490.77,18550.95657,-14.69343,117.25,18433.70657,2022-02-11 11:30:21.652986+00:00
18490.77,18548.41258,-17.23742,117.25,18431.16258,2022-02-11 11:40:06.801514+00:00
18490.77,18553.43065,-12.21935,117.25,18436.18065,2022-02-11 11:45:21.606260+00:00
18490.77,18551.85828,-13.79172,117.25,18434.60828,2022-02-11 11:55:07.214355+00:00
18490.77,18550.1841,-15.4659,117.25,18432.9341,2022-02-11 12:00:23.529467+00:00
18490.77,18528.31146,-37.33854,117.25,18411.06146,2022-02-11 12:10:08.228861+00:00
18490.77,18523.4317,-42.2183,117.25,18406.1817,2022-02-11 12:15:23.369307+00:00
18490.77,18509.55927,-56.09073,117.25,18392.30927,2022-02-11 12:25:08.913337+00:00
18490.77,18506.12464,-59.52536,117.25,18388.87464,2022-02-11 12:30:22.606648+00:00
18490.77,18514.36752,-51.28248,117.25,18397.11752,2022-02-11 12:40:07.547221+00:00
18490.77,18520.70516,-44.94484,117.25,18403.45516,2022-02-11 12:45:24.679285+00:00
18490.77,18519.64759,-46.00241,117.25,18402.39759,2022-02-11 12:55:08.161354+00:00
18490.77,18521.08228,-44.56772,117.25,18403.83228,2022-02-11 13:00:23.700404+00:00
18490.77,18516.08368,-49.56632,117.25,18398.83368,2022-02-11 13:10:07.837551+00:00
18490.77,18491.36071,-74.28929,117.25,18374.11071,2022-02-11 13:15:22.627800+00:00
18490.77,18501.25174,-64.39826,117.25,18384.00174,2022-02-11 13:25:07.661982+00:00
18490.77,18506.11162,-59.53838,117.25,18388.86162,2022-02-11 13:30:23.770935+00:00
18490.77,18515.12085,-50.52915,117.25,18397.87085,2022-02-11 13:40:08.291694+00:00
18490.77,18526.33596,-39.31404,117.25,18409.08596,2022-02-11 13:45:23.541433+00:00
18490.77,18521.92649,-43.72351,117.25,18404.67649,2022-02-11 13:55:07.516919+00:00
18490.77,18527.89566,-37.75434,117.25,18410.64566,2022-02-11 14:00:24.910356+00:00
18490.77,18529.26517,-36.38483,117.25,18412.01517,2022-02-11 14:10:08.676368+00:00
18490.77,18523.50791,-42.14209,117.25,18406.25791,2022-02-11 14:15:22.821982+00:00
18490.77,18525.57454,-40.07546,117.25,18408.32454,2022-02-11 14:25:08.189912+00:00
18490.77,18526.81511,-38.83489,117.25,18409.56511,2022-02-11 14:30:29.757033+00:00
18515.16,18533.42119,-32.22881,117.25,18416.17119,2022-02-11 14:40:08.737555+00:00
18515.16,18481.89262,-83.75738,117.25,18364.64262,2022-02-11 15:01:06.643959+00:00
18515.16,18490.81545,-74.83455,117.25,18373.56545,2022-02-11 15:03:09.773102+00:00
18515.16,18494.37808,-71.27192,117.25,18377.12808,2022-02-11 15:12:25.864584+00:00
18515.16,18480.65776,-84.99224,117.25,18363.40776,2022-02-11 15:15:55.731638+00:00
18492.48,18469.92217,-95.72783,117.25,18352.67217,2022-02-11 15:25:08.784143+00:00
18492.48,18472.93637,-92.71363,117.25,18355.68637,2022-02-11 15:30:34.789316+00:00
18492.48,18472.02936,-93.62064,117.25,18354.77936,2022-02-11 15:40:06.706741+00:00
18492.48,18472.90705,-92.74295,117.25,18355.65705,2022-02-11 15:45:32.878514+00:00
18492.48,18466.15842,-99.49158,117.25,18348.90842,2022-02-11 15:55:08.671178+00:00
18492.48,18464.91094,-100.73906,117.25,18347.66094,2022-02-11 16:00:32.872476+00:00
18492.48,18462.50878,-103.14122,117.25,18345.25878,2022-02-11 16:10:08.730497+00:00
18492.48,18459.99542,-105.65458,117.25,18342.74542,2022-02-11 16:15:29.774667+00:00
18492.48,18465.06293,-100.58707,117.25,18347.81293,2022-02-11 16:25:07.804447+00:00
18492.48,18464.46873,-101.18127,117.25,18347.21873,2022-02-11 16:30:29.811988+00:00
18492.48,18467.33348,-98.31652,117.25,18350.08348,2022-02-11 16:40:07.727519+00:00
18492.48,18466.29493,-99.35507,117.25,18349.04493,2022-02-11 16:45:22.743039+00:00
18492.48,18466.52709,-99.12291,117.25,18349.27709,2022-02-11 16:55:02.811265+00:00
18492.48,18460.77993,-104.87007,117.25,18343.52993,2022-02-11 17:00:29.819986+00:00
18443.9,18459.16796,-106.48204,117.25,18341.91796,2022-02-11 17:10:08.806291+00:00
18443.9,18465.74006,-99.90994,117.25,18348.49006,2022-02-11 17:15:23.726508+00:00
18443.9,18457.51356,-108.13644,117.25,18340.26356,2022-02-11 17:25:25.803777+00:00
18443.9,18463.31274,-102.33726,117.25,18346.06274,2022-02-11 17:30:22.828072+00:00
18443.9,18461.67303,-103.97697,117.25,18344.42303,2022-02-11 17:40:07.294731+00:00
18443.9,18463.30142,-102.34858,117.25,18346.05142,2022-02-11 17:45:25.561153+00:00
18434.18,18461.78484,-103.86516,117.25,18344.53484,2022-02-11 17:55:08.365152+00:00
18434.18,18465.17395,-100.47605,117.25,18347.92395,2022-02-11 18:00:24.838774+00:00
18434.18,18469.31716,-96.33284,117.25,18352.06716,2022-02-11 18:10:26.190177+00:00
18434.18,18466.00585,-99.64415,117.25,18348.75585,2022-02-11 18:15:22.823267+00:00
18434.18,18465.07833,-100.57167,117.25,18347.82833,2022-02-11 18:25:07.792775+00:00
18434.18,18461.04723,-104.60277,117.25,18343.79723,2022-02-11 18:30:24.920403+00:00
18434.18,18429.3809,-136.2691,117.25,18312.1309,2022-02-11 18:40:08.937971+00:00
18434.18,18427.27559,-138.37441,117.25,18310.02559,2022-02-11 18:45:28.687146+00:00
18434.18,18426.74839,-138.90161,117.25,18309.49839,2022-02-11 18:46:03.350232+00:00
18434.18,18420.55155,-145.09845,117.25,18303.30155,2022-02-11 18:55:40.642524+00:00
18434.18,18400.13362,-165.51638,117.25,18282.88362,2022-02-11 19:01:03.826280+00:00
18434.18,18378.49309,-187.15691,117.25,18261.24309,2022-02-11 19:16:08.739400+00:00
18424.71,18388.25072,-177.39928,117.25,18271.00072,2022-02-11 19:25:53.340376+00:00
18424.71,18390.85369,-174.79631,117.25,18273.60369,2022-02-11 19:30:37.651126+00:00
18424.71,18391.49756,-174.15244,117.25,18274.24756,2022-02-11 19:40:35.288738+00:00
18424.71,18389.39093,-176.25907,117.25,18272.14093,2022-02-11 19:45:40.870609+00:00
18424.71,18385.20431,-180.44569,117.25,18267.95431,2022-02-11 20:15:39.552052+00:00
18424.71,18384.65973,-180.99027,117.25,18267.40973,2022-02-11 20:16:15.774662+00:00
18424.71,18381.24833,-184.40167,117.25,18263.99833,2022-02-11 20:30:37.845535+00:00
18387.64,18379.26656,-186.38344,117.25,18262.01656,2022-02-11 20:40:03.528680+00:00
18387.64,18377.42292,-188.22708,117.25,18260.17292,2022-02-11 20:45:35.646143+00:00
18387.64,18375.4823,-190.1677,117.25,18258.2323,2022-02-11 20:55:39.691074+00:00
18374.6,18374.6,-191.05,0,18374.6,2022-02-11 21:10:17.585611+00:00
